EmployeeID,Full_Name,Age,Gender,Department,Job_Title,Education,Hire_Date,Salary,Years_At_Company,Job_Satisfaction,Performance_Rating,Monthly_Hours,Attrition,Region,Payment_Method,Email
EMP05135,Employee_5135,52,Male,Operations,Manager,Master,2015-09-10,36796.0,14.0,5.0,4.0,76.0,No,Asia Pacific,Cash,employee_5135@company.com
EMP05136,Employee_5136,36,Female,Engineering,Senior Analyst,Associate,2017-08-03,74950.0,9.0,5.0,5.0,40.0,No,Middle East,Cash,employee_5136@company.com
EMP05137,Employee_5137,36,Male,IT,Senior Analyst,Associate,2017-04-30,52899.0,16.0,5.0,3.0,71.0,No,Asia Pacific,Wire Transfer,employee_5137@company.com
EMP05138,Employee_5138,59,Male,HR,Manager,Associate,2023-12-07,25000.0,9.0,1.0,4.0,74.0,Yes,Asia Pacific,Cash,employee_5138@company.com
EMP05139,Employee_5139,51,Male,Operations,VP,Associate,2015-05-05,52572.0,4.0,3.0,3.0,40.0,Yes,Asia Pacific,Check,employee_5139@company.com
EMP05140,Employee_5140,44,Female,Finance,Analyst,Master,2023-10-25,65460.0,18.0,1.0,5.0,45.0,Yes,Europe,Wire Transfer,employee_5140@company.com
EMP05141,Employee_5141,21,Male,Engineering,Senior Analyst,Master,2015-05-05,80573.0,6.0,2.0,2.0,48.0,Yes,Middle East,Direct Deposit,employee_5141@company.com
EMP05142,Employee_5142,31,Male,Operations,Lead,PhD,2018-12-12,25000.0,23.0,4.0,5.0,55.0,Yes,Europe,Wire Transfer,employee_5142@company.com
EMP05143,Employee_5143,41,Male,Sales,Associate,High School,2015-05-05,99755.0,18.0,1.0,5.0,54.0,No,Asia Pacific,Direct Deposit,employee_5143@company.com
EMP05144,Employee_5144,24,Female,Engineering,Associate,Associate,2017-10-20,81687.0,9.0,5.0,5.0,39.0,Yes,North America,Cash,employee_5144@company.com
EMP05145,Employee_5145,27,Female,Legal,VP,High School,2023-05-15,123574.0,18.0,2.0,1.0,79.0,Yes,Middle East,Cash,employee_5145@company.com
EMP05146,Employee_5146,46,Male,Marketing,Intern,PhD,2020-03-10,76237.0,10.0,3.0,4.0,43.0,No,North America,Check,employee_5146@company.com
EMP05147,Employee_5147,32,Female,IT,Intern,High School,2015-05-05,97478.0,2.0,3.0,3.0,64.0,No,Europe,Wire Transfer,employee_5147@company.com
EMP05148,Employee_5148,51,Female,HR,Analyst,Associate,2015-05-05,53269.0,10.0,1.0,2.0,76.0,No,Europe,Check,employee_5148@company.com
EMP05149,Employee_5149,37,Female,IT,Director,High School,2010-03-14,114371.0,5.0,5.0,3.0,77.0,Yes,Middle East,Wire Transfer,employee_5149@company.com
EMP05150,Employee_5150,53,Female,Finance,VP,High School,2015-05-05,56308.0,5.0,5.0,1.0,72.0,No,Asia Pacific,Check,employee_5150@company.com
EMP05151,Employee_5151,31,Female,Engineering,Senior Analyst,Bachelor,2013-02-11,102151.0,14.0,3.0,2.0,61.0,No,Middle East,Wire Transfer,employee_5151@company.com
EMP05152,Employee_5152,48,Female,HR,Consultant,High School,2018-08-14,87298.0,2.0,5.0,1.0,39.0,No,Middle East,Check,employee_5152@company.com
EMP05153,Employee_5153,52,Female,Legal,Senior Analyst,High School,2018-02-25,66667.0,21.0,4.0,3.0,39.0,No,Middle East,Cash,employee_5153@company.com
EMP05154,Employee_5154,21,Male,Legal,Consultant,PhD,2015-01-11,102392.0,24.0,1.0,2.0,74.0,No,Latin America,Wire Transfer,employee_5154@company.com
EMP05155,Employee_5155,48,Female,Legal,Consultant,Bachelor,2020-09-05,25000.0,10.0,1.0,3.0,49.0,Yes,North America,Check,employee_5155@company.com
EMP05156,Employee_5156,27,Female,Marketing,Intern,Bachelor,2013-03-18,99210.0,7.0,5.0,4.0,43.0,Yes,Latin America,Wire Transfer,employee_5156@company.com
EMP05157,Employee_5157,22,Male,IT,VP,Master,2015-05-05,74451.0,22.0,3.0,1.0,59.0,Yes,Middle East,Check,employee_5157@company.com
EMP05158,Employee_5158,44,Female,Finance,VP,PhD,2015-05-05,55570.0,22.0,4.0,4.0,42.0,No,Middle East,Cash,employee_5158@company.com
EMP05159,Employee_5159,24,Female,Operations,Senior Analyst,Master,2015-05-29,73007.0,7.0,4.0,4.0,48.0,Yes,Asia Pacific,Check,employee_5159@company.com
EMP05160,Employee_5160,39,Female,Finance,Director,High School,2015-05-05,25000.0,22.0,4.0,3.0,73.0,Yes,North America,Check,employee_5160@company.com
EMP05161,Employee_5161,46,Female,Finance,Lead,Bachelor,2015-05-05,53937.0,15.0,2.0,3.0,66.0,Yes,Latin America,Wire Transfer,employee_5161@company.com
EMP05162,Employee_5162,31,Male,Legal,Manager,Master,2015-05-05,70825.0,2.0,5.0,5.0,65.0,No,Europe,Wire Transfer,employee_5162@company.com
EMP05163,Employee_5163,60,Female,Legal,Intern,High School,2010-12-22,75092.0,7.0,4.0,5.0,57.0,No,Middle East,Wire Transfer,employee_5163@company.com
EMP05164,Employee_5164,31,Female,IT,Senior Analyst,High School,2011-11-17,25000.0,7.0,5.0,2.0,78.0,No,Middle East,Wire Transfer,employee_5164@company.com
EMP05165,Employee_5165,23,Male,Operations,Director,High School,2015-05-05,25000.0,0.0,5.0,3.0,35.0,Yes,Asia Pacific,Wire Transfer,employee_5165@company.com
EMP05166,Employee_5166,32,Male,Engineering,Intern,PhD,2019-04-09,83528.0,0.0,3.0,1.0,65.0,No,Middle East,Wire Transfer,employee_5166@company.com
EMP05167,Employee_5167,23,Female,Operations,Manager,PhD,2019-05-15,101291.0,0.0,3.0,3.0,41.0,No,Latin America,Wire Transfer,employee_5167@company.com
EMP05168,Employee_5168,47,Female,Operations,Intern,Master,2011-11-03,34100.0,4.0,2.0,3.0,49.0,No,Latin America,Wire Transfer,employee_5168@company.com
EMP05169,Employee_5169,22,Male,Sales,Consultant,PhD,2015-05-05,39562.0,4.0,3.0,4.0,76.0,No,Latin America,Check,employee_5169@company.com
EMP05170,Employee_5170,36,Female,Operations,Intern,Master,2015-05-05,70232.0,16.0,5.0,4.0,40.0,Yes,Asia Pacific,Cash,employee_5170@company.com
EMP05171,Employee_5171,22,Female,Finance,Director,High School,2015-05-05,47177.0,21.0,1.0,5.0,57.0,No,Asia Pacific,Wire Transfer,employee_5171@company.com
EMP05172,Employee_5172,50,Male,Sales,VP,PhD,2015-05-05,35256.0,13.0,1.0,2.0,48.0,No,Asia Pacific,Check,employee_5172@company.com
EMP05173,Employee_5173,40,Female,Operations,Senior Manager,Associate,2015-10-03,54665.0,5.0,5.0,2.0,78.0,No,Asia Pacific,Direct Deposit,employee_5173@company.com
EMP05174,Employee_5174,58,Male,Marketing,Manager,High School,2015-05-05,25000.0,13.0,1.0,3.0,51.0,Yes,Latin America,Wire Transfer,employee_5174@company.com
EMP05175,Employee_5175,48,Female,Engineering,Associate,Bachelor,2011-01-13,25000.0,11.0,4.0,1.0,44.0,Yes,Latin America,Check,Unknown
EMP05176,Employee_5176,45,Male,Sales,Consultant,PhD,2014-08-06,39442.0,19.0,1.0,4.0,63.0,Yes,Europe,Wire Transfer,employee_5176@company.com
EMP05177,Employee_5177,41,Male,Sales,Associate,Bachelor,2011-06-26,25000.0,21.0,2.0,1.0,76.0,No,Asia Pacific,Cash,employee_5177@company.com
EMP05178,Employee_5178,30,Female,Operations,Analyst,High School,2015-04-14,25000.0,21.0,3.0,4.0,42.0,Yes,Middle East,Direct Deposit,employee_5178@company.com
EMP05179,Employee_5179,60,Male,Marketing,Analyst,High School,2017-11-16,28382.0,0.0,1.0,3.0,45.0,No,North America,Direct Deposit,employee_5179@company.com
EMP05180,Employee_5180,53,Male,Legal,Associate,Associate,2012-04-29,25000.0,4.0,1.0,4.0,52.0,Yes,Asia Pacific,Cash,employee_5180@company.com
EMP05181,Employee_5181,33,Female,Finance,Senior Analyst,High School,2022-04-04,102641.0,17.0,2.0,3.0,79.0,Yes,Asia Pacific,Wire Transfer,employee_5181@company.com
EMP05182,Employee_5182,60,Female,Engineering,Senior Manager,Bachelor,2018-05-16,83326.0,13.0,2.0,4.0,54.0,Yes,Asia Pacific,Cash,employee_5182@company.com
EMP05183,Employee_5183,57,Male,Operations,Intern,Bachelor,2020-11-25,95565.0,6.0,1.0,2.0,50.0,Yes,Europe,Direct Deposit,Unknown
EMP05184,Employee_5184,36,Female,Operations,VP,Associate,2020-08-22,25000.0,24.0,4.0,1.0,61.0,No,Middle East,Check,employee_5184@company.com
EMP05185,Employee_5185,42,Male,Sales,Lead,Master,2015-05-05,25000.0,14.0,1.0,1.0,57.0,Yes,Asia Pacific,Direct Deposit,employee_5185@company.com
EMP05186,Employee_5186,40,Male,Engineering,Analyst,Associate,2019-05-11,25000.0,8.0,4.0,5.0,48.0,Yes,Latin America,Direct Deposit,employee_5186@company.com
EMP05187,Employee_5187,47,Female,Finance,Senior Manager,Associate,2019-07-15,85906.0,14.0,3.0,1.0,46.0,No,Middle East,Wire Transfer,employee_5187@company.com
EMP05188,Employee_5188,60,Female,Engineering,Analyst,High School,2023-03-17,25000.0,15.0,5.0,5.0,79.0,Yes,Middle East,Direct Deposit,Unknown
EMP05189,Employee_5189,36,Female,Engineering,Manager,Bachelor,2015-05-05,31396.0,8.0,3.0,2.0,61.0,Yes,Europe,Check,employee_5189@company.com
EMP05190,Employee_5190,54,Male,Legal,Director,High School,2021-09-30,93393.0,6.0,1.0,3.0,47.0,No,Middle East,Direct Deposit,employee_5190@company.com
EMP05191,Employee_5191,52,Female,Engineering,Associate,Associate,2015-05-05,25000.0,0.0,1.0,3.0,50.0,No,Europe,Cash,employee_5191@company.com
EMP05192,Employee_5192,46,Female,Legal,Analyst,Bachelor,2012-03-10,84443.0,16.0,4.0,2.0,67.0,No,Europe,Cash,employee_5192@company.com
EMP05193,Employee_5193,45,Female,Marketing,Lead,Bachelor,2015-05-05,49873.0,10.0,2.0,2.0,58.0,No,Middle East,Wire Transfer,employee_5193@company.com
EMP05194,Employee_5194,22,Male,Engineering,VP,Bachelor,2022-08-27,26407.0,5.0,4.0,4.0,46.0,No,Latin America,Check,employee_5194@company.com
EMP05195,Employee_5195,32,Male,HR,Manager,High School,2015-07-25,86146.0,13.0,2.0,1.0,43.0,Yes,Latin America,Check,employee_5195@company.com
EMP05196,Employee_5196,60,Male,Finance,Lead,High School,2010-11-22,76741.0,14.0,2.0,1.0,47.0,No,Asia Pacific,Check,employee_5196@company.com
EMP05197,Employee_5197,29,Female,IT,Intern,High School,2015-05-05,33859.0,20.0,2.0,1.0,79.0,No,Europe,Direct Deposit,employee_5197@company.com
EMP05198,Employee_5198,32,Male,Legal,Manager,High School,2015-05-05,25000.0,7.0,2.0,5.0,42.0,No,Europe,Check,employee_5198@company.com
EMP05199,Employee_5199,46,Male,Sales,Intern,High School,2019-09-05,82152.0,23.0,1.0,1.0,52.0,No,Middle East,Direct Deposit,employee_5199@company.com
EMP05200,Employee_5200,29,Female,IT,VP,Bachelor,2015-05-05,70151.0,3.0,5.0,4.0,61.0,No,Europe,Wire Transfer,employee_5200@company.com
EMP05201,Employee_5201,30,Female,Engineering,Associate,High School,2022-08-05,25000.0,0.0,5.0,3.0,75.0,No,Asia Pacific,Wire Transfer,employee_5201@company.com
EMP05202,Employee_5202,52,Female,Engineering,Analyst,PhD,2014-01-25,51891.0,5.0,3.0,3.0,67.0,No,Middle East,Check,employee_5202@company.com
EMP05203,Employee_5203,54,Male,HR,Intern,Master,2023-06-06,100578.0,0.0,3.0,5.0,41.0,No,Asia Pacific,Direct Deposit,employee_5203@company.com
EMP05204,Employee_5204,40,Female,Sales,Analyst,PhD,2015-05-05,62221.0,20.0,3.0,4.0,47.0,Yes,Latin America,Wire Transfer,employee_5204@company.com
EMP05205,Employee_5205,59,Female,HR,Associate,High School,2016-10-24,25000.0,4.0,4.0,2.0,49.0,No,Asia Pacific,Check,employee_5205@company.com
EMP05206,Employee_5206,22,Female,Finance,Senior Analyst,Associate,2019-11-18,67673.0,18.0,3.0,3.0,68.0,No,Latin America,Direct Deposit,employee_5206@company.com
EMP05207,Employee_5207,21,Female,Finance,Manager,Master,2015-05-05,80124.0,4.0,3.0,4.0,74.0,Yes,Europe,Cash,employee_5207@company.com
EMP05208,Employee_5208,56,Female,HR,Analyst,Bachelor,2012-09-04,72427.0,21.0,3.0,2.0,54.0,No,Asia Pacific,Direct Deposit,employee_5208@company.com
EMP05209,Employee_5209,44,Female,Sales,Analyst,Master,2015-05-05,54334.0,4.0,1.0,5.0,71.0,No,Europe,Cash,employee_5209@company.com
EMP05210,Employee_5210,47,Male,Legal,Director,PhD,2010-02-21,25000.0,16.0,3.0,1.0,75.0,No,North America,Check,employee_5210@company.com
EMP05211,Employee_5211,22,Female,Legal,Director,PhD,2015-05-05,48751.0,11.0,5.0,4.0,51.0,No,Middle East,Wire Transfer,employee_5211@company.com
EMP05212,Employee_5212,51,Female,Operations,Consultant,Master,2015-05-05,51111.0,6.0,1.0,3.0,63.0,Yes,Asia Pacific,Cash,employee_5212@company.com
EMP05213,Employee_5213,34,Female,Engineering,Associate,Master,2015-05-05,48520.0,0.0,2.0,5.0,55.0,Yes,North America,Check,employee_5213@company.com
EMP05214,Employee_5214,22,Female,Engineering,Analyst,Master,2015-05-05,80299.0,18.0,4.0,4.0,48.0,Yes,North America,Check,employee_5214@company.com
EMP05215,Employee_5215,49,Female,IT,Associate,PhD,2017-06-08,25000.0,22.0,1.0,5.0,63.0,No,North America,Direct Deposit,employee_5215@company.com
EMP05216,Employee_5216,35,Male,Finance,VP,PhD,2021-02-25,99542.0,20.0,1.0,2.0,75.0,Yes,Asia Pacific,Cash,employee_5216@company.com
EMP05217,Employee_5217,32,Male,HR,Consultant,Master,2011-06-11,25000.0,12.0,5.0,4.0,56.0,Yes,Latin America,Wire Transfer,employee_5217@company.com
EMP05218,Employee_5218,57,Male,Marketing,Senior Manager,Associate,2015-02-14,25000.0,11.0,3.0,1.0,67.0,No,Europe,Check,employee_5218@company.com
EMP05219,Employee_5219,48,Male,Engineering,Analyst,Master,2010-05-09,70362.0,18.0,2.0,2.0,47.0,Yes,Asia Pacific,Direct Deposit,employee_5219@company.com
EMP05220,Employee_5220,40,Female,HR,Consultant,Bachelor,2013-10-26,71595.0,12.0,5.0,1.0,76.0,Yes,Asia Pacific,Direct Deposit,employee_5220@company.com
EMP05221,Employee_5221,59,Female,HR,Manager,PhD,2018-12-15,25000.0,5.0,5.0,5.0,65.0,No,Latin America,Wire Transfer,employee_5221@company.com
EMP05222,Employee_5222,44,Female,Legal,Associate,Associate,2016-01-07,31234.0,0.0,1.0,1.0,46.0,No,North America,Cash,employee_5222@company.com
EMP05223,Employee_5223,41,Male,IT,Manager,High School,2021-03-22,63167.0,5.0,2.0,2.0,66.0,No,Europe,Cash,employee_5223@company.com
EMP05224,Employee_5224,30,Female,Finance,Manager,PhD,2014-08-31,107171.0,12.0,5.0,2.0,40.0,Yes,Asia Pacific,Direct Deposit,employee_5224@company.com
EMP05225,Employee_5225,34,Female,Sales,Manager,PhD,2010-06-20,25000.0,12.0,4.0,2.0,45.0,Yes,Asia Pacific,Cash,employee_5225@company.com
EMP05226,Employee_5226,57,Female,Marketing,Analyst,PhD,2022-10-03,49566.0,12.0,4.0,5.0,57.0,No,Latin America,Cash,employee_5226@company.com
EMP05227,Employee_5227,38,Female,Sales,VP,PhD,2018-04-12,60702.0,19.0,5.0,3.0,41.0,No,Europe,Check,employee_5227@company.com
EMP05228,Employee_5228,44,Male,Marketing,Consultant,Associate,2015-05-05,109205.0,3.0,1.0,5.0,54.0,Yes,Asia Pacific,Cash,employee_5228@company.com
EMP05229,Employee_5229,41,Female,Operations,Intern,High School,2016-05-18,25000.0,4.0,4.0,2.0,38.0,Yes,Europe,Cash,employee_5229@company.com
EMP05230,Employee_5230,54,Male,Engineering,Manager,Master,2022-04-26,95357.0,12.0,1.0,5.0,55.0,Yes,Latin America,Check,employee_5230@company.com
EMP05231,Employee_5231,32,Female,IT,VP,Bachelor,2015-05-05,25000.0,8.0,3.0,4.0,78.0,No,Latin America,Cash,employee_5231@company.com
EMP05232,Employee_5232,42,Male,Engineering,Lead,Bachelor,2015-05-05,25000.0,16.0,3.0,4.0,64.0,Yes,Asia Pacific,Wire Transfer,employee_5232@company.com
EMP05233,Employee_5233,26,Female,Legal,Associate,Associate,2018-01-16,45252.0,2.0,1.0,3.0,59.0,Yes,Asia Pacific,Cash,employee_5233@company.com
EMP05234,Employee_5234,56,Female,Legal,Consultant,High School,2011-07-16,93402.0,19.0,5.0,5.0,65.0,No,Asia Pacific,Cash,employee_5234@company.com
EMP05235,Employee_5235,56,Female,Engineering,Director,Master,2015-05-05,25000.0,17.0,3.0,5.0,36.0,Yes,Latin America,Wire Transfer,employee_5235@company.com
EMP05236,Employee_5236,42,Male,Operations,Intern,PhD,2023-07-04,91397.0,0.0,3.0,4.0,57.0,Yes,Asia Pacific,Direct Deposit,employee_5236@company.com
EMP05237,Employee_5237,34,Female,Finance,Associate,Associate,2016-10-06,25000.0,14.0,4.0,2.0,75.0,No,Middle East,Cash,employee_5237@company.com
EMP05238,Employee_5238,36,Male,IT,Director,High School,2012-12-08,25000.0,22.0,5.0,1.0,48.0,No,Middle East,Wire Transfer,employee_5238@company.com
EMP05239,Employee_5239,56,Male,IT,Director,PhD,2022-10-01,81483.0,0.0,1.0,2.0,72.0,No,North America,Check,employee_5239@company.com
EMP05240,Employee_5240,45,Male,HR,Manager,Master,2016-08-04,25000.0,8.0,3.0,3.0,57.0,Yes,Middle East,Cash,employee_5240@company.com
EMP05241,Employee_5241,52,Female,Operations,Intern,High School,2019-08-13,60077.0,5.0,5.0,1.0,39.0,No,Europe,Check,employee_5241@company.com
EMP05242,Employee_5242,53,Male,Sales,Senior Manager,Bachelor,2014-09-06,25000.0,17.0,3.0,2.0,53.0,No,Asia Pacific,Cash,employee_5242@company.com
EMP05243,Employee_5243,56,Female,HR,Senior Manager,Bachelor,2010-09-20,25000.0,0.0,4.0,5.0,41.0,Yes,Middle East,Wire Transfer,employee_5243@company.com
EMP05244,Employee_5244,40,Male,HR,Senior Manager,High School,2020-04-08,76234.0,21.0,5.0,5.0,55.0,No,Asia Pacific,Wire Transfer,employee_5244@company.com
EMP05245,Employee_5245,38,Male,Finance,Associate,PhD,2015-05-05,100105.0,6.0,2.0,4.0,67.0,No,Middle East,Direct Deposit,employee_5245@company.com
EMP05246,Employee_5246,41,Female,Sales,Manager,Associate,2015-05-05,25000.0,9.0,4.0,5.0,54.0,No,Asia Pacific,Direct Deposit,employee_5246@company.com
EMP05247,Employee_5247,23,Female,Engineering,Senior Analyst,High School,2012-04-02,25000.0,5.0,1.0,5.0,43.0,Yes,Middle East,Check,employee_5247@company.com
EMP05248,Employee_5248,43,Female,HR,Consultant,High School,2016-03-03,37427.0,6.0,5.0,3.0,65.0,No,Asia Pacific,Cash,employee_5248@company.com
EMP05249,Employee_5249,52,Male,IT,Manager,Master,2015-05-05,84164.0,5.0,3.0,1.0,42.0,No,North America,Wire Transfer,employee_5249@company.com
EMP05250,Employee_5250,36,Male,Sales,Senior Manager,High School,2014-07-08,25610.0,7.0,5.0,2.0,45.0,No,North America,Check,employee_5250@company.com
EMP05251,Employee_5251,25,Female,Legal,Associate,Bachelor,2021-06-05,69425.0,1.0,1.0,2.0,41.0,Yes,North America,Check,employee_5251@company.com
EMP05252,Employee_5252,24,Male,IT,Senior Manager,High School,2015-05-05,34355.0,8.0,5.0,3.0,55.0,Yes,Asia Pacific,Wire Transfer,Unknown
EMP05253,Employee_5253,41,Female,Engineering,Analyst,PhD,2015-05-05,25000.0,24.0,3.0,1.0,62.0,No,Middle East,Direct Deposit,employee_5253@company.com
EMP05254,Employee_5254,60,Female,Finance,Senior Manager,Master,2014-07-19,93898.0,0.0,4.0,5.0,49.0,No,Middle East,Wire Transfer,employee_5254@company.com
EMP05255,Employee_5255,34,Female,Engineering,Associate,PhD,2015-05-05,52218.0,6.0,4.0,3.0,42.0,Yes,Europe,Direct Deposit,employee_5255@company.com
EMP05256,Employee_5256,59,Female,Legal,Analyst,Bachelor,2012-11-08,25000.0,8.0,3.0,5.0,46.0,No,North America,Cash,employee_5256@company.com
EMP05257,Employee_5257,51,Male,Sales,Manager,Associate,2016-03-10,42671.0,16.0,2.0,2.0,39.0,Yes,Middle East,Wire Transfer,employee_5257@company.com
EMP05258,Employee_5258,34,Female,Engineering,VP,High School,2015-05-05,62189.0,2.0,2.0,3.0,42.0,No,Europe,Wire Transfer,employee_5258@company.com
EMP05259,Employee_5259,26,Male,HR,Manager,Bachelor,2014-08-10,26053.0,15.0,4.0,3.0,71.0,Yes,North America,Wire Transfer,employee_5259@company.com
EMP05260,Employee_5260,32,Male,Finance,VP,PhD,2013-02-22,25000.0,15.0,1.0,3.0,48.0,No,Middle East,Check,employee_5260@company.com
EMP05261,Employee_5261,36,Female,Marketing,Consultant,Associate,2015-05-05,54613.0,1.0,5.0,2.0,38.0,No,Latin America,Cash,employee_5261@company.com
EMP05262,Employee_5262,37,Male,Engineering,Intern,Bachelor,2014-12-28,59779.0,10.0,3.0,2.0,61.0,Yes,Asia Pacific,Direct Deposit,employee_5262@company.com
EMP05263,Employee_5263,43,Female,Marketing,Analyst,High School,2015-05-05,66730.0,15.0,1.0,4.0,49.0,No,Latin America,Direct Deposit,employee_5263@company.com
EMP05264,Employee_5264,34,Female,HR,Manager,PhD,2013-09-13,25000.0,14.0,5.0,2.0,54.0,Yes,Europe,Direct Deposit,employee_5264@company.com
EMP05265,Employee_5265,27,Male,Engineering,Intern,Bachelor,2015-05-05,25000.0,0.0,4.0,2.0,56.0,No,North America,Wire Transfer,employee_5265@company.com
EMP05266,Employee_5266,52,Male,Finance,VP,Master,2016-09-27,25000.0,20.0,3.0,5.0,76.0,Yes,Asia Pacific,Cash,employee_5266@company.com
EMP05267,Employee_5267,35,Female,Finance,Analyst,Bachelor,2015-05-05,25000.0,16.0,1.0,2.0,70.0,Yes,North America,Wire Transfer,employee_5267@company.com
EMP05268,Employee_5268,37,Female,Operations,VP,Bachelor,2020-01-27,119434.0,2.0,5.0,1.0,64.0,Yes,Asia Pacific,Check,employee_5268@company.com
EMP05269,Employee_5269,60,Female,Legal,VP,Bachelor,2021-07-18,96468.0,21.0,4.0,5.0,67.0,Yes,Asia Pacific,Direct Deposit,employee_5269@company.com
EMP05270,Employee_5270,54,Female,Finance,Director,Associate,2012-11-11,68490.0,21.0,4.0,4.0,62.0,Yes,Latin America,Cash,employee_5270@company.com
EMP05271,Employee_5271,25,Female,Engineering,Manager,PhD,2015-05-05,39438.0,18.0,5.0,1.0,72.0,No,Asia Pacific,Wire Transfer,employee_5271@company.com
EMP05272,Employee_5272,47,Female,Operations,VP,PhD,2016-10-19,52627.0,19.0,2.0,4.0,57.0,Yes,North America,Cash,employee_5272@company.com
EMP05273,Employee_5273,43,Female,Finance,Manager,Bachelor,2023-04-08,81453.0,0.0,2.0,3.0,38.0,Yes,Europe,Cash,employee_5273@company.com
EMP05274,Employee_5274,41,Male,Marketing,VP,Master,2012-09-20,66916.0,21.0,5.0,3.0,48.0,Yes,Asia Pacific,Check,employee_5274@company.com
EMP05275,Employee_5275,34,Female,IT,Consultant,Master,2010-09-19,25000.0,10.0,5.0,4.0,36.0,No,Asia Pacific,Cash,employee_5275@company.com
EMP05276,Employee_5276,35,Male,Sales,Senior Analyst,Master,2015-05-05,25000.0,17.0,5.0,2.0,71.0,Yes,Asia Pacific,Cash,employee_5276@company.com
EMP05277,Employee_5277,41,Male,Sales,Analyst,Master,2013-11-06,25000.0,24.0,4.0,2.0,53.0,No,Asia Pacific,Check,employee_5277@company.com
EMP05278,Employee_5278,51,Female,HR,Director,PhD,2022-07-17,105605.0,13.0,3.0,5.0,48.0,Yes,North America,Check,employee_5278@company.com
EMP05279,Employee_5279,55,Male,Legal,Associate,Bachelor,2017-10-25,37586.0,15.0,4.0,1.0,41.0,Yes,Asia Pacific,Check,employee_5279@company.com
EMP05280,Employee_5280,37,Female,IT,Director,PhD,2015-05-05,108346.0,5.0,4.0,1.0,43.0,No,Asia Pacific,Check,employee_5280@company.com
EMP05281,Employee_5281,48,Male,Operations,Director,High School,2013-03-01,25000.0,1.0,2.0,3.0,67.0,Yes,Middle East,Wire Transfer,employee_5281@company.com
EMP05282,Employee_5282,39,Male,IT,Intern,Master,2017-11-03,145887.0,22.0,5.0,3.0,58.0,Yes,Asia Pacific,Cash,employee_5282@company.com
EMP05283,Employee_5283,43,Female,Sales,Manager,High School,2013-11-07,25000.0,10.0,4.0,2.0,76.0,Yes,North America,Wire Transfer,employee_5283@company.com
EMP05284,Employee_5284,52,Female,IT,Intern,PhD,2015-05-05,105735.0,10.0,4.0,4.0,77.0,No,Asia Pacific,Direct Deposit,Unknown
EMP05285,Employee_5285,60,Male,Sales,VP,High School,2015-05-05,25000.0,9.0,5.0,1.0,55.0,No,Asia Pacific,Cash,employee_5285@company.com
EMP05286,Employee_5286,33,Male,Legal,Director,High School,2015-05-05,60360.0,3.0,3.0,1.0,78.0,Yes,North America,Wire Transfer,employee_5286@company.com
EMP05287,Employee_5287,40,Male,IT,Manager,Bachelor,2016-09-12,72623.0,16.0,2.0,4.0,35.0,No,Latin America,Direct Deposit,Unknown
EMP05288,Employee_5288,55,Male,HR,Intern,Associate,2021-03-01,25000.0,9.0,1.0,1.0,55.0,Yes,North America,Direct Deposit,employee_5288@company.com
EMP05289,Employee_5289,25,Female,HR,VP,Associate,2015-05-05,25000.0,0.0,4.0,1.0,57.0,No,Latin America,Direct Deposit,employee_5289@company.com
EMP05290,Employee_5290,29,Male,Marketing,VP,High School,2011-04-22,61709.0,12.0,3.0,2.0,58.0,Yes,Asia Pacific,Cash,Unknown
EMP05291,Employee_5291,49,Male,Engineering,VP,PhD,2020-06-18,72678.0,10.0,1.0,1.0,72.0,Yes,Europe,Direct Deposit,employee_5291@company.com
EMP05292,Employee_5292,26,Female,HR,Analyst,High School,2023-09-04,54371.0,9.0,5.0,3.0,78.0,No,Latin America,Direct Deposit,employee_5292@company.com
EMP05293,Employee_5293,45,Male,Finance,Director,Bachelor,2023-11-15,78511.0,23.0,1.0,3.0,75.0,Yes,Latin America,Cash,Unknown
EMP05294,Employee_5294,51,Female,Finance,VP,Bachelor,2013-08-09,57604.0,4.0,5.0,4.0,57.0,Yes,Middle East,Wire Transfer,employee_5294@company.com
EMP05295,Employee_5295,42,Male,Finance,VP,Associate,2015-05-05,76459.0,2.0,3.0,2.0,40.0,Yes,Middle East,Wire Transfer,employee_5295@company.com
EMP05296,Employee_5296,22,Female,Sales,Intern,Associate,2015-05-05,73443.0,3.0,1.0,2.0,37.0,No,Asia Pacific,Check,employee_5296@company.com
EMP05297,Employee_5297,25,Male,Sales,Consultant,High School,2020-08-15,76283.0,2.0,2.0,3.0,68.0,No,Asia Pacific,Check,employee_5297@company.com
EMP05298,Employee_5298,47,Female,Engineering,Senior Manager,High School,2015-05-05,25000.0,9.0,3.0,2.0,59.0,Yes,Europe,Direct Deposit,employee_5298@company.com
EMP05299,Employee_5299,45,Female,Engineering,Consultant,Master,2015-05-05,92427.0,23.0,1.0,2.0,61.0,No,Middle East,Direct Deposit,employee_5299@company.com
EMP05300,Employee_5300,28,Female,Sales,Consultant,Master,2018-01-16,43349.0,12.0,4.0,5.0,52.0,No,Asia Pacific,Check,employee_5300@company.com
EMP05301,Employee_5301,21,Male,Marketing,Lead,Bachelor,2015-05-05,60354.0,4.0,1.0,4.0,39.0,Yes,Europe,Check,employee_5301@company.com
EMP05302,Employee_5302,40,Female,HR,Director,High School,2017-01-04,25000.0,12.0,1.0,1.0,58.0,Yes,Middle East,Direct Deposit,employee_5302@company.com
